8.4.2	2017	279	18	4375	24.5	19.5	87.27665907	9	0.7902969189	0.7870487434	0.778132907	1.083333333
8.5.2	2017	199	33	4364	4	68	231.4746691	4	2.858642823	2.894744868	2.916646284	2.060606061
8.5.2	2017	218	19	4364	4	35.5	150.0391035	5	3.218260707	3.258904397	3.283561016	1.868421053
8.5.2	2017	231	13	4364	4	28.5	109.1693253	6	3.422375334	3.465596805	3.491817243	2.192307692
8.5.2	2017	248	17	4364	4	25	100.385452	7	2.406535213	2.436927552	2.455365157	1.470588235
8.5.2	2017	261	13	4363	4	8	61.54617534	8	1.929425796	1.95379268	1.968574924	0.6153846154
8.5.2	2017	279	18	4364	4	16.5	88.49323195	9	2.003585661	2.028889115	2.044239534	0.9166666667
10.1.1	2017	183	15	4563	6	30	81.62888578	3	1.93461699	1.918695634	1.938294516	2
10.1.1	2017	198	15	4564	6	36	101.8771672	4	2.414504335	2.39463364	2.419094082	2.4
10.1.1	2017	217	19	4565	6	30	128.5802371	5	2.405819326	2.386020107	2.410392564	1.578947368
10.1.1	2017	230	13	4564	6	20	96.94399164	6	2.651062298	2.629244797	2.65610172	1.538461538
10.1.1	2017	247	17	4563	6	22	82.0711509	7	1.716263595	1.702139226	1.719526051	1.294117647
10.1.1	2017	261	14	4563	6	13	48.40692677	8	1.229198053	1.219082097	1.231534644	0.9285714286
10.1.1	2017	279	18	4563	6	17	67.73694036	9	1.337813145	1.326803317	1.340356203	0.9444444444
10.2.3	2017	217	19	4620	3.5	64	123.4565758	5	2.748665602	2.80440323	2.810738926	3.368421053
10.2.3	2017	230	13	4618	3.5	46	93.17497495	6	3.03191634	3.093397746	3.100386337	3.538461538
10.2.3	2017	247	17	4617	3.5	41	76.72593151	7	1.909213645	1.94792881	1.952329562	2.411764706
10.2.3	2017	261	14	4616	3.5	24	43.84048382	8	1.324672693	1.351534496	1.354587877	1.714285714
10.2.3	2017	279	18	4616	3.5	22	62.94474454	9	1.479272731	1.509269524	1.512679259	1.222222222
10.2.4	2017	296	19	4616	4	9	34.25171028	10	0.7346813649	0.7439597187	0.7495884604	0.4736842105
10.3.3	2017	183	15	4560	6	64	81.87889689	3	1.940542291	1.924572172	1.944231081	4.266666667
10.3.3	2017	198	15	4560	6	64	102.1675096	4	2.421385494	2.401458169	2.425988321	4.266666667
10.3.4	2017	230	13	4558	4	63	97.36277128	6	3.052248844	3.090795955	3.114180679	4.846153846
10.3.4	2017	247	17	4559	4	57	82.46794196	7	1.976999678	2.001967376	2.017114106	3.352941176
10.3.4	2017	261	14	4558	4	61	48.85351724	8	1.422126287	1.440086441	1.450982024	4.357142857
10.3.5	2017	296	19	4557	1.5	31	36.98174184	10	0.9708847561	1.03642954	0.9661557626	1.631578947
10.5.2	2017	230	13	4562	4	60.5	97.08358485	6	3.043496561	3.08193314	3.105250808	4.653846154
10.5.2	2017	247	17	4562	4	45.5	82.17034866	7	1.969865489	1.994743089	2.009835161	2.676470588
10.5.2	2017	261	14	4561	4	31	48.58546269	8	1.414323217	1.432184826	1.443020625	2.214285714
10.5.2	2017	279	18	4561	4	32.5	67.92310867	9	1.537855083	1.557276786	1.569059022	1.805555556
10.5.3	2017	296	19	4561	3	45	36.79116424	10	0.8514696952	0.8763974531	0.8706328328	2.368421053
10.6.2	2017	183	15	4547	4	56	82.9650713	3	2.254106311	2.282573613	2.299843388	3.733333333
10.6.2	2017	198	15	4547	4	59	103.1111222	4	2.801461237	2.836841131	2.858304452	3.933333333
10.6.3	2017	230	13	4546	2	48	98.20033054	6	3.606405351	3.79570621	3.6435357	3.692307692
10.6.3	2017	247	17	4545	2	35	83.8567107	7	2.355015897	2.478631101	2.379262357	2.058823529
10.6.3	2017	261	14	4545	2	27	50.01939334	8	1.705749787	1.795284897	1.723311619	1.928571429
10.6.3	2017	279	18	4545	2	25	69.43097185	9	1.841559183	1.938222953	1.860519264	1.388888889
10.6.4	2017	296	19	4545	4	18.5	37.56025981	10	0.8056480309	0.8158226289	0.8219950798	0.9736842105
12.5.0	2017	296	18	4609	5	19.5	31.113639	10	0.65640576	0.6567690916	0.6642310084	1.083333333
13.1.0	2017	168	23	4338	42	8	94.31624141	2	0.441978017	0.461229977	0.4668273745	0.347826087
13.1.1	2017	216	17	4336	53	22	135.1772535	5	0.7065867414	0.7577898871	0.7794521998	1.294117647
13.1.1	2017	231	15	4336	53	17	128.5779124	6	0.7617034071	0.8169006084	0.8402526703	1.133333333
13.2.1	2017	216	17	4326	28.5	23.5	136.0078214	5	1.167329427	1.174917718	1.166770944	1.382352941
13.2.1	2017	231	15	4325	28.5	15	129.4505059	6	1.259189125	1.267374555	1.258586693	1
13.2.1	2017	246	15	4326	28.5	9	92.2304643	7	0.8971428641	0.9029747919	0.8967136454	0.6
13.2.1	2017	262	16	4325	28.5	4	83.6314621	8	0.7626550986	0.7676127811	0.7622902227	0.25
13.2.1	2017	274	12	4325	28.5	4	61.42977687	9	0.7469235678	0.7517789866	0.7465662183	0.3333333333
13.3.1	2017	216	17	4339	41	17.5	134.9280832	5	0.8723366732	0.9079688942	0.9176276818	1.029411765
13.3.1	2017	231	15	4339	41	15.5	128.3399324	6	0.9403753759	0.9787867648	0.9891988984	1.033333333
13.3.1	2017	246	15	4339	41	12.5	91.09343725	7	0.6674619793	0.6947257107	0.7021160608	0.8333333333
13.3.1	2017	262	16	4339	41	9.5	82.09500758	8	0.5639329438	0.5869678384	0.5932118823	0.59375
13.3.1	2017	274	12	4339	41	6	60.35975373	9	0.5528367617	0.575418412	0.5815395955	0.5
13.4.1	2017	216	17	4364	23	24	132.8516634	5	1.332240266	1.321713381	1.305006019	1.411764706
13.4.1	2017	231	15	4364	23	18	126.3567653	6	1.436057142	1.424709933	1.406700624	1.2
13.4.1	2017	246	15	4364	23	16	88.90684677	7	1.010435112	1.002451016	0.9897793485	1.066666667
13.4.1	2017	262	16	4364	23	11	79.35133879	8	0.8454710793	0.83879047	0.8281875841	0.6875
13.4.1	2017	274	12	4364	23	9	58.44899811	9	0.8303483095	0.8237871949	0.8133739606	0.75
13.5.1	2017	216	17	4367	28	21.5	132.6024931	5	1.15321107	1.159146388	1.150407686	1.264705882
13.5.1	2017	231	15	4367	28	25.5	126.1187853	6	1.24306705	1.249464836	1.240045232	1.7
13.5.1	2017	246	15	4367	28	11	88.64445591	7	0.8737080845	0.8782048632	0.8715841549	0.7333333333
13.5.1	2017	262	16	4367	28	11	79.02209854	8	0.7301878644	0.7339459769	0.7284128235	0.6875
13.5.1	2017	274	12	4367	28	12	58.21970744	9	0.7172900514	0.7209817817	0.7155463642	1
14.2.0	2017	296	17	4424	12	6	35.37424902	10	0.5348583187	0.5211515878	0.5163655875	0.3529411765
